0.01,0.26
0.02,0.281
0.03,0.286
0.04,0.288
0.05,0.288
0.06,0.288
0.07,0.288
0.08,0.287
0.09,0.286
0.1,0.286
0.11,0.285
0.12,0.284
0.13,0.284
0.14,0.283
0.15,0.283
0.16,0.282
0.17,0.281
0.18,0.281
0.19,0.281
0.2,0.28
0.21,0.28
0.22,0.279
0.23,0.279
0.24,0.279
0.25,0.278
0.26,0.278
0.27,0.278
0.28,0.278
0.29,0.277
0.3,0.277
0.31,0.277
0.32,0.277
0.33,0.277
0.34,0.277
0.35,0.277
0.36,0.276
0.37,0.276
0.38,0.276
0.39,0.276
0.4,0.276
0.41,0.276
0.42,0.276
0.43,0.276
0.44,0.276
0.45,0.276
0.46,0.276
0.47,0.275
0.48,0.275
0.49,0.275
0.5,0.275
0.51,0.275
0.52,0.275
0.53,0.275
0.54,0.275
0.55,0.275
0.56,0.275
0.57,0.275
0.58,0.275
0.59,0.275
0.6,0.275
0.61,0.275
0.62,0.275
0.63,0.275
0.64,0.276
0.65,0.276
0.66,0.276
0.67,0.276
0.68,0.276
0.69,0.277
0.7,0.277
0.71,0.277
0.72,0.277
0.73,0.277
0.74,0.278
0.75,0.278
0.76,0.278
0.77,0.278
0.78,0.278
0.79,0.279
0.8,0.279
0.81,0.279
0.82,0.279
0.83,0.279
0.84,0.28
0.85,0.28
0.86,0.28
0.87,0.28
0.88,0.28
0.89,0.281
0.9,0.281
0.91,0.283
0.92,0.289
0.93,0.3
0.94,0.315
0.95,0.33
0.96,0.344
0.97,0.359
0.98,0.374
0.99,0.388
1,0.403
1.01,0.418
1.02,0.432
1.03,0.447
1.04,0.462
1.05,0.477
1.06,0.477
1.07,0.477
1.08,0.477
1.09,0.478
1.1,0.478
1.11,0.479
1.12,0.479
1.13,0.48
1.14,0.481
1.15,0.482
1.16,0.482
1.17,0.482
1.18,0.482
1.19,0.482
1.2,0.482
1.21,0.482
1.22,0.482
1.23,0.482
1.24,0.482
1.25,0.482
1.26,0.482
1.27,0.483
1.28,0.483
1.29,0.484
1.3,0.484
1.31,0.485
1.32,0.485
1.33,0.483
1.34,0.481
1.35,0.479
1.36,0.477
1.37,0.475
1.38,0.473
1.39,0.471
1.4,0.469
1.41,0.467
1.42,0.466
1.43,0.464
1.44,0.462
1.45,0.46
1.46,0.459
1.47,0.457
1.48,0.455
1.49,0.454
1.5,0.452
1.51,0.45
1.52,0.449
1.53,0.447
1.54,0.446
1.55,0.444
1.56,0.443
1.57,0.441
1.58,0.439
1.59,0.438
1.6,0.436
1.61,0.435
1.62,0.434
1.63,0.432
1.64,0.431
1.65,0.429
1.66,0.428
1.67,0.426
1.68,0.425
1.69,0.424
1.7,0.422
1.71,0.421
1.72,0.419
1.73,0.418
1.74,0.417
1.75,0.415
1.76,0.414
1.77,0.413
1.78,0.411
1.79,0.41
1.8,0.409
1.81,0.407
1.82,0.406
1.83,0.405
1.84,0.404
1.85,0.402
1.86,0.401
1.87,0.4
1.88,0.398
1.89,0.397
1.9,0.396
1.91,0.395
1.92,0.394
1.93,0.392
1.94,0.391
1.95,0.39
1.96,0.389
1.97,0.387
1.98,0.386
1.99,0.385
2,0.384
2.01,0.383
2.02,0.382
2.03,0.381
2.04,0.38
2.05,0.379
2.06,0.378
2.07,0.377
2.08,0.376
2.09,0.375
2.1,0.374
2.11,0.372
2.12,0.371
2.13,0.37
2.14,0.369
2.15,0.368
2.16,0.368
2.17,0.367
2.18,0.366
2.19,0.365
2.2,0.364
2.21,0.363
2.22,0.362
2.23,0.361
2.24,0.36
2.25,0.359
2.26,0.358
2.27,0.357
2.28,0.356
2.29,0.355
2.3,0.354
2.31,0.353
2.32,0.352
2.33,0.351
2.34,0.351
2.35,0.35
2.36,0.349
2.37,0.348
2.38,0.347
2.39,0.346
2.4,0.345
2.41,0.344
2.42,0.344
2.43,0.343
2.44,0.342
2.45,0.341
2.46,0.34
2.47,0.339
2.48,0.338
2.49,0.338
2.5,0.337
2.51,0.336
2.52,0.335
2.53,0.334
2.54,0.333
2.55,0.333
2.56,0.332
2.57,0.331
2.58,0.33
2.59,0.329
2.6,0.329
2.61,0.328
2.62,0.327
2.63,0.326
2.64,0.326
2.65,0.325
2.66,0.324
2.67,0.323
2.68,0.322
2.69,0.322
2.7,0.321
2.71,0.32
2.72,0.319
2.73,0.319
2.74,0.318
2.75,0.317
2.76,0.316
2.77,0.316
2.78,0.315
2.79,0.314
2.8,0.314
2.81,0.313
2.82,0.312
2.83,0.311
2.84,0.311
2.85,0.31
2.86,0.309
2.87,0.309
2.88,0.308
2.89,0.307
2.9,0.307
2.91,0.306
2.92,0.305
2.93,0.304
2.94,0.304
2.95,0.303
2.96,0.302
2.97,0.302
2.98,0.301
2.99,0.3
3,0.3
3.01,0.299
3.02,0.299
3.03,0.298
3.04,0.297
3.05,0.297
3.06,0.296
3.07,0.296
3.08,0.295
3.09,0.294
3.1,0.294
3.11,0.293
3.12,0.293
3.13,0.292
3.14,0.291
3.15,0.291
3.16,0.29
3.17,0.29
3.18,0.289
3.19,0.289
3.2,0.288
3.21,0.287
3.22,0.287
3.23,0.286
3.24,0.286
3.25,0.285
3.26,0.285
3.27,0.284
3.28,0.284
3.29,0.283
3.3,0.283
3.31,0.282
3.32,0.282
3.33,0.281
3.34,0.28
3.35,0.28
3.36,0.279
3.37,0.279
3.38,0.278
3.39,0.278
3.4,0.277
3.41,0.277
3.42,0.276
3.43,0.276
3.44,0.275
3.45,0.275
3.46,0.274
3.47,0.274
3.48,0.273
3.49,0.273
3.5,0.272
3.51,0.272
3.52,0.271
3.53,0.271
3.54,0.27
3.55,0.27
3.56,0.269
3.57,0.269
3.58,0.268
3.59,0.268
3.6,0.268
3.61,0.267
3.62,0.267
3.63,0.266
3.64,0.266
3.65,0.265
3.66,0.265
3.67,0.264
3.68,0.264
3.69,0.263
3.7,0.263
3.71,0.263
3.72,0.262
3.73,0.262
3.74,0.261
3.75,0.261
3.76,0.26
3.77,0.26
3.78,0.259
3.79,0.259
3.8,0.259
3.81,0.258
3.82,0.258
3.83,0.257
3.84,0.257
3.85,0.256
3.86,0.256
3.87,0.256
3.88,0.255
3.89,0.255
3.9,0.254
3.91,0.254
3.92,0.254
3.93,0.253
3.94,0.253
3.95,0.252
3.96,0.252
3.97,0.252
3.98,0.251
3.99,0.251
4,0.25
4.01,0.25
4.02,0.25
4.03,0.249
4.04,0.249
4.05,0.248
4.06,0.248
4.07,0.248
4.08,0.247
4.09,0.247
4.1,0.247
4.11,0.246
4.12,0.246
4.13,0.245
4.14,0.245
4.15,0.245
4.16,0.244
4.17,0.244
4.18,0.244
4.19,0.243
4.2,0.243
4.21,0.242
4.22,0.242
4.23,0.242
4.24,0.241
4.25,0.241
4.26,0.241
4.27,0.24
4.28,0.24
4.29,0.24
